Simulation_ID,Site_Name,Distance_m,Dilution_Factor,Tidal_State,Wind_Speed_ms,Current_Speed_ms,Model_Type,Confidence
164,Site_50m,50,8.790112516,Low,6.632788381,0.398593794,ROMS_Hydrodynamic,High
165,Site_50m,50,13.35254571,High,26.06157464,0.711408851,ROMS_Hydrodynamic,Medium
166,Site_50m,50,7.299249429,Mid,16.22636012,0.727732736,ROMS_Hydrodynamic,High
167,Site_50m,50,8.908713532,Mid,17.37275888,0.943037689,ROMS_Hydrodynamic,High
168,Site_50m,50,8.567704028,High,6.008749883,1.727846833,ROMS_Hydrodynamic,High
169,Site_50m,50,9.552917357,High,20.54661765,1.383657099,ROMS_Hydrodynamic,Medium
170,Site_50m,50,8.445738382,High,8.097576501,0.141771189,ROMS_Hydrodynamic,Medium
171,Site_50m,50,9.836877294,Mid,8.17140832,0.973895774,ROMS_Hydrodynamic,Medium
172,Site_50m,50,9.185498379,High,13.92477893,0.452863868,ROMS_Hydrodynamic,Medium
173,Site_50m,50,9.688506231,Mid,6.527415445,0.703334496,ROMS_Hydrodynamic,High
174,Site_50m,50,8.79829056,Mid,6.532288888,0.149486659,ROMS_Hydrodynamic,High
175,Site_50m,50,5.261602208,Mid,5.994143124,1.013953187,ROMS_Hydrodynamic,Medium
176,Site_50m,50,7.239129357,Mid,4.149066876,0.610193625,ROMS_Hydrodynamic,High
177,Site_50m,50,7.696610868,Low,11.18317216,0.847242479,ROMS_Hydrodynamic,High
178,Site_50m,50,4.999779305,High,1.560244016,0.281029638,ROMS_Hydrodynamic,High
179,Site_50m,50,6.983084591,Low,6.151620294,0.875532222,ROMS_Hydrodynamic,High
180,Site_50m,50,7.270912184,Mid,24.30165992,0.359160821,ROMS_Hydrodynamic,High
181,Site_50m,50,8.759512766,High,9.328434436,0.875105394,ROMS_Hydrodynamic,High
182,Site_50m,50,9.34950314,Low,6.840308875,0.955017924,ROMS_Hydrodynamic,High
183,Site_50m,50,8.314346509,Low,8.12322347,0.811153899,ROMS_Hydrodynamic,High
184,Site_50m,50,5.651644322,Low,10.30860528,0.245329183,ROMS_Hydrodynamic,High
185,Site_50m,50,8.53168794,High,12.39507984,0.162107984,ROMS_Hydrodynamic,High
186,Site_50m,50,8.935471989,High,5.303570165,1.26298173,ROMS_Hydrodynamic,High
187,Site_50m,50,10.90158187,Mid,15.397049,1.048143424,ROMS_Hydrodynamic,Medium
188,Site_50m,50,6.076436557,Low,12.1337288,1.065626334,ROMS_Hydrodynamic,High
189,Site_50m,50,4.064831734,Low,3.425195993,0.483744274,ROMS_Hydrodynamic,Medium
190,Site_50m,50,7.353557281,High,13.10253342,0.45012247,ROMS_Hydrodynamic,High
191,Site_50m,50,6.925930304,Low,12.13135023,0.097898693,ROMS_Hydrodynamic,High
192,Site_50m,50,6.784722402,High,3.577501147,0.622816627,ROMS_Hydrodynamic,Medium
193,Site_50m,50,6.202575313,High,10.56431048,1.259789634,ROMS_Hydrodynamic,Medium
194,Site_50m,50,7.520219115,High,6.327166792,0.450371514,ROMS_Hydrodynamic,High
195,Site_50m,50,9.665054754,Mid,4.813809119,1.494377951,ROMS_Hydrodynamic,High
196,Site_50m,50,4.407552018,Low,4.387470155,0.651656993,ROMS_Hydrodynamic,High
197,Site_50m,50,7.810312512,Mid,4.661004967,0.57937578,ROMS_Hydrodynamic,High
198,Site_50m,50,6.819071852,Low,17.09960651,0.416174087,ROMS_Hydrodynamic,High
199,Site_50m,50,11.5998542,High,11.08191211,1.445197205,ROMS_Hydrodynamic,High
200,Site_50m,50,4.9450853,High,8.790237515,1.298583558,ROMS_Hydrodynamic,Medium
201,Site_100m,100,17.99742541,High,3.395042174,0.625500638,ROMS_Hydrodynamic,Medium
202,Site_100m,100,19.62942062,Low,9.287728807,0.353719895,ROMS_Hydrodynamic,High
203,Site_100m,100,15.5584198,High,9.088589799,0.646177183,ROMS_Hydrodynamic,High
204,Site_100m,100,10.99304931,High,7.256143919,0.928828735,ROMS_Hydrodynamic,Medium
205,Site_100m,100,12.03591143,Low,10.38217715,1.968982289,ROMS_Hydrodynamic,High
206,Site_100m,100,25.86356277,Mid,3.13104707,0.308334073,ROMS_Hydrodynamic,High
207,Site_100m,100,7.198048296,High,7.500516304,0.384116669,ROMS_Hydrodynamic,Medium
208,Site_100m,100,9.541735498,High,6.971291748,0.921654983,ROMS_Hydrodynamic,High
209,Site_100m,100,10.61464907,High,3.551826549,0.790440806,ROMS_Hydrodynamic,Medium
210,Site_100m,100,17.33839328,High,5.693705068,0.358359971,ROMS_Hydrodynamic,Medium
211,Site_100m,100,12.09171573,Low,9.763469191,0.165894566,ROMS_Hydrodynamic,Medium
212,Site_100m,100,14.81927355,Low,15.8674422,1.528727449,ROMS_Hydrodynamic,High
213,Site_100m,100,19.66349731,High,9.980600608,1.474916002,ROMS_Hydrodynamic,Medium
214,Site_100m,100,12.38372304,High,7.349388388,0.683910367,ROMS_Hydrodynamic,Medium
215,Site_100m,100,14.92247591,High,12.81082123,0.148021263,ROMS_Hydrodynamic,Medium
216,Site_100m,100,15.26656606,High,4.962845681,0.735115387,ROMS_Hydrodynamic,High
217,Site_100m,100,15.68317276,Low,4.822371572,0.236765322,ROMS_Hydrodynamic,High
218,Site_100m,100,22.10541228,Low,9.642776581,0.291617928,ROMS_Hydrodynamic,High
219,Site_100m,100,17.10823823,Low,2.617773966,1.439486141,ROMS_Hydrodynamic,High
220,Site_100m,100,8.422285334,High,6.720985309,0.535410026,ROMS_Hydrodynamic,High
221,Site_100m,100,16.16360728,Low,7.277526589,0.79472386,ROMS_Hydrodynamic,High
222,Site_100m,100,10.93364959,Low,6.997821864,0.588803778,ROMS_Hydrodynamic,High
223,Site_100m,100,10.26589678,High,7.088477353,0.289966843,ROMS_Hydrodynamic,High
224,Site_100m,100,9.437519183,Low,8.829764874,0.529686016,ROMS_Hydrodynamic,Medium
225,Site_100m,100,12.00330034,High,14.16018049,0.909533549,ROMS_Hydrodynamic,High
226,Site_100m,100,16.57426569,High,16.25100942,0.241976405,ROMS_Hydrodynamic,High
227,Site_100m,100,14.67990941,Mid,4.609825396,0.506001647,ROMS_Hydrodynamic,High
228,Site_100m,100,12.67597888,Mid,3.693378192,0.570821558,ROMS_Hydrodynamic,High
229,Site_100m,100,11.92568788,Mid,8.435721289,1.527144785,ROMS_Hydrodynamic,Medium
230,Site_100m,100,15.96425393,Mid,6.986899538,0.989266288,ROMS_Hydrodynamic,High
231,Site_100m,100,14.75290926,High,6.698101724,0.551248925,ROMS_Hydrodynamic,High
232,Site_100m,100,14.87130598,Mid,10.61520886,0.74294347,ROMS_Hydrodynamic,Medium
233,Site_100m,100,13.42283427,High,9.548050891,1.249867629,ROMS_Hydrodynamic,High
234,Site_100m,100,16.70859444,Low,3.567631719,0.37304687,ROMS_Hydrodynamic,High
235,Site_100m,100,15.79403747,Low,4.105253946,0.711121355,ROMS_Hydrodynamic,High
236,Site_100m,100,9.164739727,Low,10.98738019,0.951076423,ROMS_Hydrodynamic,High
237,Site_100m,100,16.20051876,Mid,7.095641009,0.29434464,ROMS_Hydrodynamic,High
238,Site_100m,100,16.47075278,High,11.20787523,0.504799106,ROMS_Hydrodynamic,Medium
239,Site_100m,100,9.737627536,Mid,17.16380287,0.873064703,ROMS_Hydrodynamic,Medium
240,Site_100m,100,21.52531504,Low,7.790595794,0.196689801,ROMS_Hydrodynamic,High
241,Site_100m,100,17.88441189,Mid,14.22829,0.768952937,ROMS_Hydrodynamic,High
242,Site_100m,100,7.374945808,Mid,6.449559629,0.698147854,ROMS_Hydrodynamic,High
243,Site_100m,100,10.96023951,Mid,4.156505533,1.498418808,ROMS_Hydrodynamic,High
244,Site_100m,100,16.0479597,High,13.47281379,0.329023342,ROMS_Hydrodynamic,High
245,Site_100m,100,18.32875887,Mid,2.919904243,0.429912133,ROMS_Hydrodynamic,High
246,Site_100m,100,22.66740476,Low,4.029152467,1.22075792,ROMS_Hydrodynamic,High
247,Site_100m,100,14.32489127,High,10.65563092,0.277299397,ROMS_Hydrodynamic,High
248,Site_100m,100,12.9541639,Low,9.237278644,0.757137787,ROMS_Hydrodynamic,High
249,Site_100m,100,15.92703639,Mid,15.41389725,1.227497305,ROMS_Hydrodynamic,High
250,Site_100m,100,14.70936867,Mid,8.775090167,0.726383238,ROMS_Hydrodynamic,High
251,Site_100m,100,15.8758639,Mid,15.30360598,1.645980944,ROMS_Hydrodynamic,High
252,Site_100m,100,14.37159489,Mid,5.213621409,0.3560209,ROMS_Hydrodynamic,High
253,Site_100m,100,16.13662898,Low,19.72474954,0.634944328,ROMS_Hydrodynamic,Medium
254,Site_100m,100,10.46124381,High,7.357777462,0.705492578,ROMS_Hydrodynamic,High
255,Site_100m,100,14.63774078,Low,16.45634634,1.113196755,ROMS_Hydrodynamic,High
256,Site_100m,100,19.7034069,Low,9.274300132,1.1641378,ROMS_Hydrodynamic,High
257,Site_100m,100,15.07521429,Mid,10.287009,2.052576449,ROMS_Hydrodynamic,High
258,Site_100m,100,17.65671551,High,4.536014008,2.77026216,ROMS_Hydrodynamic,High
259,Site_100m,100,11.98404285,High,3.411422963,0.320965639,ROMS_Hydrodynamic,High
260,Site_100m,100,12.71066316,Low,2.26773202,0.482798841,ROMS_Hydrodynamic,Medium
261,Site_100m,100,12.8259227,Low,9.137865081,0.191171375,ROMS_Hydrodynamic,High
262,Site_100m,100,12.62734975,Mid,3.460776531,0.567660152,ROMS_Hydrodynamic,Medium
263,Site_100m,100,17.3273051,High,6.075532253,0.920716261,ROMS_Hydrodynamic,High
264,Site_100m,100,9.590415526,Low,5.643449511,0.988774771,ROMS_Hydrodynamic,High
265,Site_100m,100,7.956965218,Mid,2.347831622,0.577388519,ROMS_Hydrodynamic,High
266,Site_100m,100,11.27116808,Mid,7.044411819,0.66718461,ROMS_Hydrodynamic,Medium
267,Site_100m,100,14.82985214,Mid,2.832561019,0.62264415,ROMS_Hydrodynamic,High
268,Site_100m,100,7.95313052,Mid,10.49934041,0.825331232,ROMS_Hydrodynamic,High
269,Site_100m,100,16.17553563,Mid,5.646863645,0.441413357,ROMS_Hydrodynamic,High
270,Site_100m,100,7.090853774,Low,5.160670191,0.515771981,ROMS_Hydrodynamic,Medium
271,Site_100m,100,15.65651574,Low,9.152505357,1.244064505,ROMS_Hydrodynamic,High
272,Site_100m,100,17.55604451,Mid,8.045054912,1.135425242,ROMS_Hydrodynamic,High
273,Site_100m,100,18.85547469,Mid,7.383849487,0.622087835,ROMS_Hydrodynamic,High
274,Site_100m,100,15.64937583,Low,2.604334049,1.150664709,ROMS_Hydrodynamic,Medium
275,Site_100m,100,12.13549521,Low,8.116886844,0.343633441,ROMS_Hydrodynamic,Medium
276,Site_100m,100,11.30439068,High,16.68326606,0.420536564,ROMS_Hydrodynamic,High
277,Site_100m,100,13.5779063,Mid,7.983028937,1.234809109,ROMS_Hydrodynamic,High
278,Site_100m,100,13.72650143,Mid,18.27349973,0.27958142,ROMS_Hydrodynamic,Medium
279,Site_100m,100,13.25194608,Mid,5.706822631,0.202589726,ROMS_Hydrodynamic,Medium
280,Site_100m,100,11.5539858,Low,7.038513192,0.482574036,ROMS_Hydrodynamic,High
281,Site_100m,100,13.9095868,High,6.134077287,0.457265935,ROMS_Hydrodynamic,High
282,Site_100m,100,15.78082174,Mid,17.690115,1.36162547,ROMS_Hydrodynamic,High
283,Site_100m,100,9.966603151,High,7.834594611,0.48197407,ROMS_Hydrodynamic,High
284,Site_100m,100,15.27445043,Mid,8.386610524,0.843061737,ROMS_Hydrodynamic,High
285,Site_100m,100,10.95263363,High,14.50026412,0.04073591,ROMS_Hydrodynamic,Medium
286,Site_100m,100,11.770043,Low,11.40540246,0.162838,ROMS_Hydrodynamic,High
287,Site_100m,100,16.07080756,Mid,6.967393451,0.863222393,ROMS_Hydrodynamic,High
288,Site_100m,100,7.788991154,Mid,18.30829601,0.702568193,ROMS_Hydrodynamic,High
289,Site_100m,100,11.67996416,Low,13.22797543,0.449328041,ROMS_Hydrodynamic,High
290,Site_100m,100,18.60256522,Mid,15.12682306,0.703968569,ROMS_Hydrodynamic,High
291,Site_100m,100,13.80569474,High,12.16190414,0.235444006,ROMS_Hydrodynamic,Medium
292,Site_100m,100,17.36664393,Low,6.706456054,0.699449377,ROMS_Hydrodynamic,High
293,Site_100m,100,18.87144423,Mid,2.183506924,0.035306616,ROMS_Hydrodynamic,High
294,Site_100m,100,12.54881403,High,7.470408135,0.170316359,ROMS_Hydrodynamic,High
